memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
imagined,2,13,She was talking a mile a minute and was just beaming the whole time.,0.0,0.375,0.375
imagined,2,14,"Overall, it was a great trip for us and the family as well.",0.0,0.125,0.125
recalled,3,2,We drove down and spent one night on the road both coming and going.,0.125,0.5,0.625
recalled,3,3,We had a great time with all of them.,0.125,0.25,0.375
recalled,3,5,We played games and watched movies and took walks.,0.125,0.5,0.625
recalled,3,7,We had some great food.,0.25,0.375,0.625
recalled,3,9,We had some great fried rice.,0.125,0.25,0.375
recalled,3,10,We visited an outlet mall and enjoyed walking around and seeing all the bargains.,0.25,0.5,0.625
recalled,3,13,We enjoyed being with them a lot.,0.0,0.125,0.125
retold,1,0,In April my husband and I drove from Tennessee to Miami to celebrate my older sister's birthday and to see our niece and family.,0.75,0.875,0.875
retold,1,3,They were coming from just across the state.,0.125,0.25,0.375
retold,1,4,So we had a little time to visit with my niece who I'll call N. We also got to meet her staff who works out of N's home.,0.375,0.5,0.875
retold,1,10,We had a great time with everyone that evening.,0.0,0.25,0.25
retold,1,12,we just enjoyed hanging out.,0.0,0.5,0.5
retold,1,13,N had a dinner party that evening with all of us and J's family.,0.125,0.625,0.75
retold,1,14,Sunday was a sit around the pool and finish up the Sat.,0.125,0.5,0.625
retold,1,15,night leftovers.,0.125,0.25,0.375
retold,1,19,Then is was Tuesday and time for us to head back.,0.125,0.5,0.5
retold,1,20,"Some other events were playing with some new kittens that N was caring for, watching a lot of TV geared to a 2 year old., visiting an outlet mall and having a SC low country boil dinner for my sister's birthday.",0.125,0.625,0.75
retold,1,21,It was a great few days and I'm looking forward to going again.,0.0,0.25,0.25
recalled,2,2,I was listening to the artists CD in my car as I was driving and thinking about how much fun we were going to have at the concert.,0.125,0.5,0.625
recalled,2,9,"When I got home that evening, I told all my friends about my exciting day.",0.25,0.5,0.625
recalled,2,10,The next big decision I had to make was who I was going to bring on the trip with me.,0.5,0.625,0.75
recalled,2,14,It was a day I'll never forget.,0.0,0.125,0.125
retold,1,1,Well we were driving to this concert.,0.25,0.625,0.75
retold,1,2,I was with a few of my friends.,0.125,0.25,0.375
retold,1,4,"I have always put my name in drawing for things, even though I have never won anything.",0.125,0.25,0.375
retold,1,15,I could not believe it.,0.0,0.25,0.25
retold,1,16,I was so excited to have won this.,0.0,0.125,0.125
retold,1,19,"I am always reminded about the birth of our children, wedding, and engagement proposal.",0.25,0.375,0.5
retold,1,20,"Either way it was a great night, and a great trip a few weeks later.",0.25,0.375,0.5
imagined,2,1,I started by searching the internet for anything I could find.,0.25,0.5,0.75
imagined,2,4,It made me realize that people aren't using the natural resources we have and that there are a lot of things that are going to waste just because we don't know it's available to us.,0.125,0.5,0.5
imagined,2,6,I drove about an hour away to a location that was plentiful of forest and wildlife that I thought would suit me for my foraging needs.,0.375,0.75,0.75
imagined,2,9,"They were very sweet and did not have a bitter taste, so I ate a few more before continuing on my way.",0.5,0.625,0.75
imagined,2,10,"Further on my travels, I saw some wild plants so I decided to pick them and take them home with me to see what I could do with them.",0.25,0.875,0.875
imagined,2,17,"As it started getting dark, I figured it was time to pack up and take my findings home.",0.25,0.625,0.75
recalled,3,6,I did a bunch of reading and research which prepared me to go into the parks around me and find things.,0.375,0.75,0.875
recalled,3,8,There is even stuff growing in the sidewalk planters.,0.125,0.375,0.5
recalled,3,11,My horizons have expanded.,0.0,0.5,0.5
recalled,3,12,My consciousness has increased.,0.125,0.5,0.5
recalled,3,13,My self-reliance and self-trust has gone up.,0.125,0.5,0.625
recalled,3,15,I would not trade what I learned for anything.,0.125,0.25,0.375
retold,1,2,I started thinking about the plants around me when I saw a foraging video on YouTube.,0.375,0.5,0.75
retold,1,3,A teacher was showing students about all of the edible plants in a park that happens to be near my house.,0.25,0.5,0.75
retold,1,4,I was interested in the video as I have alot of experience with gardening and it dawned upon me that I could do this too.,0.25,0.375,0.625
retold,1,5,I started looking up plants online and watching other videos about plant identification.,0.375,0.625,1.0
retold,1,6,I started slowly by looking for one single type of plant and trying to identify it multiple times.,0.125,0.625,0.625
retold,1,8,"I would wait a day and when nothing happened negative, I became more confident in my id's.",0.25,0.5,0.5
retold,1,10,Immersing myself in one plant at a time has been a great way to expand my knowledge.,0.25,0.5,0.5
retold,1,14,It's amazing to see something all around you that was always there but you never saw before.,0.125,0.375,0.375
imagined,3,6,My brothers and sisters decided to dress in all white.,0.125,0.375,0.5
imagined,3,10,I thought he might of gotten injured.,0.0,0.25,0.25
imagined,3,12,It took a few hours to reach the top.,0.25,0.5,0.5
recalled,2,2,We had attempted this before but were unable to make it to the top because of an injury to my daughter.,0.25,0.5,0.5
recalled,2,3,She had had knee surgery in the past and was unable to make it to the top due to her knee pain.,0.125,0.25,0.375
recalled,2,4,WE were determined we were going to make it this time.,0.125,0.25,0.25
recalled,2,5,WE started at around 8:00 am that morning.,0.25,0.375,0.5
recalled,2,10,The way down didn't take nearly as long because it was mostly down hill.,0.25,0.375,0.5
recalled,2,11,It took about 2 and a half hours to make the journey back to our car.,0.125,0.375,0.375
recalled,2,12,On our way back down we met up with the two in our party who did not make it to the top although they had made great progress.,0.25,0.375,0.625
recalled,2,13,They were disappointed and vowed to make it to the top the next time we went.,0.125,0.25,0.375
retold,1,1,We had been hiking a lot over the past few months and decided to tackle Mt.,0.375,0.5,0.5
retold,1,3,It's an 11 mile round trip hike with a 16.53 trail rating which is considered strenuous.,0.125,0.25,0.25
retold,1,4,"We started of on our hike with myself, my sister, brother, husband, daughter, niece and brother in law.",0.25,0.375,0.5
retold,1,5,My brother in law was the first to stop as it was uphill most of the way.,0.25,0.625,0.75
retold,1,14,"As we continue myself, niece and husband pull away from my sister and brother.",0.125,0.25,0.375
retold,1,16,My sister ends up catching up with us as I have really slowed down as it is a straight up hike now.,0.0,0.125,0.125
retold,1,20,At the top is a lodge and we deicde to go in the gift shop and purchase a shirt to proudly display our accomplishment.,0.125,0.875,1.0
retold,1,21,As we head down we meet up with my brother first who was not faring well he had run out of water.,0.125,0.375,0.5
retold,1,23,As we near the bottom we see my brother in law waiting for us.,0.125,0.25,0.25
imagined,1,2,There were so many things to do and it was great spending time with my family.,0.125,0.375,0.375
imagined,1,9,I was surprised that we were able to put it behind us and have fun.,0.125,0.25,0.375
recalled,3,1,"I traveled with my husband and 10 of his family members to Barcelona, Spain.",0.375,0.5,0.625
recalled,3,3,"On the cruise, we made stops in Italy, France, and Spain.",0.125,0.75,0.75
recalled,3,4,This was a memorable vacation because it celebrated my in-laws 55th wedding anniversary.,0.375,0.625,0.75
recalled,3,5,It was great to see the whole family and be together.,0.125,0.375,0.375
recalled,3,6,"We all live in different parts of the country, so it is rare that we are all together at one time.",0.125,0.25,0.375
recalled,3,7,We had a lot of fun with nieces and nephews who are growing up quickly.,0.0,0.25,0.25
recalled,3,9,She was so excited and happy to go with us.,0.25,0.375,0.375
recalled,3,10,I will remember that moment.,0.0,0.125,0.125
retold,2,3,"The trip started with a flight to Barcelona, Spain.",0.0,0.625,0.625
retold,2,4,We spent the night there before boarding the ship.,0.0,0.25,0.25
retold,2,5,"The cruise lasted for one week and included stops in Spain, France, and Italy.",0.25,0.375,0.375
retold,2,6,We went on excursions almost every day.,0.25,0.5,0.75
retold,2,7,"The weather was very hot, as there was a heat wave in Europe.",0.125,0.5,0.625
retold,2,9,"In general, we had fun, however the days were very long and tiring.",0.0,0.25,0.25
retold,2,13,"All-in-all, I'm happy I had this experience and I saw a lot of places I would want to visit again.",0.0,0.25,0.25
imagined,3,4,The long hours of studying all these years have finally paid off and he is finally graduating.,0.125,0.375,0.375
imagined,3,6,The graduation ceremony took place in the arena in the city and was as grand as you could imagine.,0.25,0.375,0.625
imagined,3,8,It really was a day to remember.,0.0,0.125,0.125
imagined,3,9,The commencement speeches started and we were impatiently waiting for them to hand out the certificates to the graduates.,0.125,0.625,0.75
imagined,3,10,My phones camera was on full blast along with our digital camera and video camera.,0.125,0.5,0.625
imagined,3,11,My husband and kids and family was all there and cheering when they called his name and as he walked up to the stage to receive his degree we all went wild with cheers and hollers.,0.5,0.625,0.875
imagined,3,12,He looked up at us in the stand and smiled and waved as we screamed our excitement.,0.125,0.5,0.625
imagined,3,13,he took his degree and proudly walked back to his seat.,0.0,0.375,0.375
imagined,3,15,The celebration of achievement is a celebration like no other.,0.0,0.125,0.125
imagined,3,16,I hope that every parent gets to feel this feeling of pride and love of their childs achievements.,0.0,0.125,0.125
recalled,2,2,The ceremony was held in a huge auditorium in the middle of downtown.,0.125,0.25,0.375
recalled,2,5,He texted me to let me know where he was on the stadium floor and I got as close as I could.,0.125,0.625,0.75
recalled,2,6,"The whole time, he looked like an ant to me and I really couldn't see him.",0.25,0.375,0.5
recalled,2,7,The ceremony was enjoyable and I gushed with pride the whole time as well as a few tears.,0.125,0.5,0.5
recalled,2,8,"After the ceremony, I texted him to let him know where I was sitting.",0.25,0.625,0.875
recalled,2,13,It was our own special moment.,0.0,0.25,0.25
recalled,2,14,That look is something I will never forget.,0.125,0.25,0.25
retold,1,1,I can precisely picture everything about my surroundings that night.,0.125,0.25,0.25
retold,1,4,I know I could go back to that huge room and find the seat I was sitting in among thousands just based on the clarity of my memory.,0.0,0.125,0.125
retold,1,5,I took everything in.,0.0,0.25,0.25
retold,1,8,"At that point, I had no idea where my son was, no idea if I would even be able to see him or not.",0.125,0.375,0.375
retold,1,9,He texted me as the commencement started and told me where he was.,0.25,0.375,0.625
retold,1,12,"The whole time, I balanced between crying with pride and joy and smiling so hard that my cheeks and jaw hurt.",0.125,0.25,0.375
retold,1,19,Words don't do justice to that little moment we shared.,0.125,0.25,0.25
retold,1,20,"Mother and son loving, knowing and understanding each other without words.",0.0,0.125,0.125
imagined,1,1,I was taking a walk in the park with a friend.,0.0,0.625,0.625
imagined,1,2,"The weather was gorgeous and the park was quiet, only some children with their parents playing around, and some people walking about and taking advantage of the beautiful day.",0.125,0.5,0.625
imagined,1,6,Of course everyone in the park started looking around to see where the noise came from.,0.25,0.5,0.5
imagined,1,10,"They flew toward the river, and beyond, leaving everybody shaken, overwhelmed and very surprised.",0.0,0.25,0.25
imagined,1,12,Where were they going?,0.0,0.25,0.25
imagined,1,13,And what were they going to do out there?,0.0,0.25,0.25
recalled,3,0,Today was a sunny day.,0.125,0.375,0.5
recalled,3,2,I ride my bike in the path around the river.,0.25,0.625,0.875
recalled,3,3,it is time just pass 9 am.,0.0,0.125,0.125
recalled,3,4,people was jogging and walking on my way.,0.125,0.375,0.5
recalled,3,6,I looked up to the sky.,0.125,0.375,0.375
recalled,3,8,People was taking picture on it.,0.0,0.375,0.375
retold,2,0,It was a lovely morning.,0.125,0.375,0.5
retold,2,1,I was walking around the path by the river.,0.125,0.625,0.75
retold,2,2,There is other people around too.,0.0,0.25,0.25
retold,2,4,I looked up to the sky.,0.125,0.25,0.375
retold,2,7,People were taking picture from their cell phone.,0.125,0.375,0.5
retold,2,9,That flied to south.,0.0,0.125,0.125
retold,2,10,It was too late for me.,0.0,0.25,0.25
retold,2,11,After that people was back to their thing again.,0.125,0.25,0.375
retold,2,12,I am continuous my walking.,0.0,0.375,0.375
retold,2,14,It came with a little excitement from my daily life.,0.0,0.125,0.125
retold,2,15,I will get my cell phone ready next time.,0.0,0.125,0.125
imagined,1,7,"On the way to the shelter, we picked up some eggs and candy, only a few dozen or so.",0.0,0.875,0.875
imagined,1,8,We sat right in the back of the truck and individually placed candy in each egg.,0.0,0.875,0.875
imagined,1,9,"We grabbed a couple of baskets, plopped the eggs in, and drove on over.",0.25,0.75,0.875
recalled,3,1,"One Saturday each month, we go to the charity's commissary, make 135 sandwiches and load the charity's truck with sandwiches, fruit, snacks, and bottles of water.",0.5,0.625,0.75
recalled,3,2,Then we deliver the food directly to the homeless downtown.,0.25,0.625,0.75
recalled,3,5,I came up with a few suggestions that were roundly rejected by my very moody teenage daughter.,0.25,0.625,0.75
recalled,3,6,"Frustrated, I suggested that she come up with some ideas, then.",0.125,0.375,0.5
recalled,3,7,She went up to her room with stomps in the place of footsteps.,0.125,0.875,1.0
recalled,3,8,"Thinking she would summarily forget the task, I decided to go with my first idea of making hard boiled eggs and dyeing them as a family.",0.125,0.625,0.625
recalled,3,14,"'And as she watched, joyful tears slipped onto my daughter's cheeks.",0.25,0.625,0.875
recalled,3,16,But we did.,0.125,0.25,0.25
retold,2,1,"One Saturday a few months ago, our truck run was scheduled for the day before Easter.",0.375,0.5,0.625
retold,2,3,I made a few suggestions to my family.,0.125,0.375,0.5
retold,2,4,My moody teenager daughter soundly rejected each idea and then went upstairs.,0.375,0.5,0.875
retold,2,6,I assumed she just didn't want to do anything.,0.0,0.25,0.25
retold,2,9,So I went out and bought the supplies.,0.25,0.75,0.875
retold,2,10,My family and I all filled the eggs with candy.,0.25,0.875,1.0
retold,2,11,"On Saturday, my daughter watched as the homeless individual's opened their plastic eggs.",0.25,0.75,0.875
retold,2,13,"She didn't want us to see, but we did.",0.125,0.25,0.375
imagined,1,2,I gave my sister a big hug.,0.125,0.625,0.75
imagined,1,3,I gave my brother a handshake.,0.0,0.5,0.5
imagined,1,4,I shared a beer with my father.,0.125,0.375,0.5
imagined,1,5,I had some wine with my mother.,0.0,0.5,0.5
imagined,1,6,I played horse shoes with my cousins.,0.125,0.5,0.625
recalled,2,3,"This time, although one of the cousin's organizing the event said she'd try to arrange transportation, she was unable to do so, so we took the bus.",0.25,0.375,0.625
recalled,2,6,"I looked at Google Maps before leaving the house, and planned our route.",0.25,0.375,0.5
recalled,2,8,"On the way to the bus, I called my cousin to confirm that we were on our way.",0.25,0.375,0.5
retold,3,3,We did this by subway.,0.125,0.375,0.5
retold,3,6,"We decided to take the other bus, the one recommended by the host of the party.",0.25,0.5,0.75
retold,3,11,"My cousin Charlotte, who lives in Massachusetts, had mentioned in passing that she loves coconut flan.",0.125,0.25,0.375
imagined,2,0,"I work for Walmart, a company I have been working for the past 3 years.",0.0,0.25,0.25
imagined,2,7,"At least, I hope that is why they decided to give the promotion to me as early as they did.",0.0,0.125,0.125
imagined,2,9,I just didn't think that it would happen because even though I work so hard and I want to do a great job and make sure that I am always on time and I am always striving to be a better version of myself from the day before.,0.0,0.125,0.125
imagined,2,10,"I like to do well in the goals and tasks that I have set for myself on a daily basis when it comes to my job, or anything that I do.",0.0,0.125,0.125
imagined,2,13,"I know that if I put in the amount of hours, work, and dedication that I can achieve anything and for that I am so proud and honor to be apart of this establishment.",0.0,0.125,0.125
imagined,2,14,I am over the moon about this promotion and I ended up celebrating with my loved ones and family members with a bottle of bubbly berry juice (as I and my family members are not a fan of alcoholic beverages) and we went out to dinner afterwards to celebrate this new chapter of my life.,0.25,0.5,0.625
recalled,1,3,I was so proud when I heard about my promotion.,0.0,0.125,0.125
recalled,1,8,I think I thought that maybe I didn't do a case right or my numbers weren't as good as they could have been.,0.0,0.125,0.125
recalled,1,13,Everyone was proud of me.,0.0,0.375,0.375
retold,3,1,"Although I am held to higher standards now, I receive more money.",0.125,0.25,0.25
retold,3,2,"It isn't just about the money, though, because I also am looked at with more esteem as well.",0.0,0.25,0.25
retold,3,3,People come to me with questions that they need help with.,0.0,0.5,0.5
retold,3,4,People come to me needing advice on how to work certain cases.,0.0,0.625,0.625
retold,3,5,It feels truly incredible.,0.0,0.375,0.375
retold,3,6,My supervisor constantly praises me and makes me feel good to be an employee overall.,0.25,0.5,0.625
retold,3,7,I love working at my job.,0.0,0.125,0.125
retold,3,9,"I have now been at the job for 11 months, and will be celebrating my 1 year anniversary next month.",0.0,0.25,0.25
retold,3,10,I can't wait to spend more time at this job.,0.0,0.125,0.125
retold,3,11,"They treat me well, and I have a lot of security here.",0.0,0.125,0.125
retold,3,12,Everyone is so proud of me.,0.0,0.25,0.25
retold,3,13,"Even my mom, as well as my wife are so proud.",0.0,0.25,0.25
imagined,1,2,I was getting things from family and friends all day.,0.125,0.5,0.625
imagined,1,3,I even had a taken a few shots earlier during the day.,0.375,0.625,0.75
imagined,1,6,I had to go to target to pick up a prescription and a few other things I needed.,0.125,0.5,0.625
imagined,1,9,Had a decent amount of time together.,0.125,0.25,0.25
imagined,1,10,we were pretty good friends during that time but it's been years since then.,0.0,0.125,0.125
imagined,1,11,we didn't date or anything but we were close.,0.125,0.25,0.25
imagined,1,14,I was convinced that it was a bad idea then but it turned out to be quite alright.,0.0,0.125,0.125
recalled,3,0,"Two and a half months ago, it was my birthday.",0.375,0.625,0.75
recalled,3,13,I walked around with her that night and we talked for a while and caught up.,0.375,0.5,0.875
recalled,3,17,"It would probably turn out to be a mistake but realistically, even through all of the rough patches, she was the only one that really made sense to me.",0.0,0.25,0.25
retold,2,3,Everyone else wanted some sort of refreshments so they agreed to stop as well.,0.125,0.25,0.375
retold,2,4,So we go in the store and basically split off from one large group.,0.25,0.625,0.875
retold,2,5,I find myself heading towards electronics as usual to browse.,0.25,0.375,0.625
retold,2,11,"She looked tired, really tired and I wondered how she'd been.",0.125,0.25,0.375
retold,2,14,I greeted her and we embraced.,0.25,0.5,0.625
retold,2,17,She told me about some of the rougher things that were going on and caught me up on what she had been doing.,0.125,0.5,0.5
retold,2,18,"By the end of it all, I couldn't help but to feel a bit bad but I was happy to have seen her.",0.125,0.25,0.375
retold,2,19,We promised to keep in touch and then parted ways again.,0.0,0.375,0.375
imagined,2,7,I just cant stand the amount of pain shes in right now.,0.25,0.5,0.5
imagined,2,14,It was hard to watch while i was in the room with her.,0.125,0.25,0.375
recalled,3,9,"Then, we were told that she would STILL have to go to her PCP to get treatment, but at least they gave her enough pain meds to get her there.",0.5,0.625,0.875
recalled,3,10,"Over the weeks that would follow, there would be many, many consultation visits, scans, and lab works.",0.375,0.5,0.625
retold,1,8,"Then, after we put pressure on them they approved.",0.125,0.375,0.5
imagined,1,2,"I had done it, I had gone through all of the things I needed to do to get to this point in life, too.",0.0,0.125,0.125
imagined,1,3,I made myself proud and others as well.,0.125,0.25,0.25
imagined,1,11,Since then we have gotten together a few more times and plan to date again.,0.25,0.375,0.625
recalled,3,3,The process was a long and drawn out one but so worth it in the end.,0.0,0.125,0.125
recalled,3,8,Even after I thought I had seen it as I contemplated which house to purchase I couldn't decide.,0.0,0.125,0.125
recalled,3,9,I received a phone call from my realtor a few days after all the showings available to me were over and she communicated to me that there was one brand new listing that we had not seen.,0.375,0.5,0.75
recalled,3,12,I was in love with the house and put in an offer immediately.,0.25,0.375,0.375
recalled,3,13,My offer was accepted and sometime later I moved in and have been loving life ever since.,0.25,0.625,0.625
recalled,3,15,"Although this was a daunting task, I wouldn't change how it all played out.",0.0,0.25,0.25
retold,2,1,This was a long and sometimes painful process but a good experience nonetheless.,0.125,0.25,0.25
retold,2,2,I viewed tons of homes and could not find the one for me.,0.0,0.125,0.125
retold,2,3,I searched and searched and just couldn't find that one that stood out from the rest.,0.0,0.125,0.125
retold,2,4,"Finally, after what felt like an eternity of searching I was ready to give up.",0.0,0.125,0.125
retold,2,8,I ended up putting an offer in on the house and the sellers accepted.,0.375,0.5,0.625
retold,2,10,This experience taught me to never give up.,0.0,0.25,0.25
retold,2,13,"Finally, my house hunting journey was over.",0.0,0.125,0.125
imagined,2,6,I miss my mom so badly  and I miss my friends.,0.25,0.5,0.625
imagined,2,8,I'm making new friends here but I still spend more time alone than I want.,0.125,0.5,0.625
recalled,3,12,I looked online and asked a few co-workers that live in the city but it was still a nervous process.,0.25,0.5,0.5
retold,1,2,There is too much pressure and I feel like I am failing.,0.25,0.375,0.5
retold,1,11,I would like an easier job.,0.125,0.375,0.5
retold,1,13,I am not sure if it was worth it but I am here now.,0.125,0.375,0.5
imagined,1,4,We have been planning for weeks.,0.25,0.375,0.375
imagined,1,5,I got a nice hall and got a decorator to make it colorful.,0.25,0.375,0.625
imagined,1,6,We invited friends and family through word of mouth and on phone and everyone was eager to grace the occasion.,0.0,0.5,0.5
imagined,1,7,"On the d-day, he took me to a nice restaurant for breakfast.",0.375,0.75,1.0
imagined,1,8,My sister later came in that day.,0.25,0.5,0.625
imagined,1,10,I already negotiated with a restaurant to supply us a nice meal.,0.125,0.375,0.5
imagined,1,11,"Around 4 pm, family and friends were welcomed with love genre songs to which everyone flowed.",0.25,0.75,0.75
imagined,1,13,The younger ones eyeing each other and making advances.,0.0,0.25,0.25
imagined,1,14,We watched from a corner as everything was unfolding.,0.0,0.25,0.25
imagined,1,16,It was my turn to say something about my husband.,0.125,0.5,0.5
imagined,1,19,We took the vows and everyone found their way home.,0.25,0.625,0.625
recalled,3,1,We wanted to do something special to commemorate our love and devotion.,0.125,0.25,0.375
recalled,3,4,It is a romantic town with personality and history.,0.0,0.25,0.25
recalled,3,6,It was a romantic weekend of love and memories.,0.25,0.375,0.5
recalled,3,8,"We spent the weekend eat, drinking, and being merry.",0.125,0.5,0.625
recalled,3,9,We shopped and hit all of the tourist destinations.,0.0,0.625,0.625
recalled,3,10,Everyone had a blast spending time together.,0.125,0.375,0.375
recalled,3,11,Our actual renewal ceremony was lovely.,0.125,0.25,0.375
recalled,3,12,I wore a white dress and our kids were in the bridal party.,0.125,0.25,0.25
recalled,3,14,I was thrilled to have our children present to partake in the family love.,0.0,0.25,0.25
retold,2,2,"We have had ups and downs, high and lows, ebbs and flows.",0.0,0.125,0.125
retold,2,5,"We have supported each other through jobs, stresses, monumental events, family deaths, etc.",0.125,0.25,0.25
retold,2,8,"We wanted it to be a joyous occasion marked by love, fun, dancing, food, and great memories.",0.0,0.25,0.25
retold,2,9,We invited friends and family from all over the country to join us for dinner and dancing.,0.25,0.375,0.625
retold,2,10,It was a lovely weekend that everyone is still talking about!,0.0,0.125,0.125
retold,2,11,I wore a gorgeous dress and my husband looked handsome in his tuxedo.,0.0,0.25,0.25
retold,2,12,Our children attended and got to share in the love of our marriage.,0.125,0.25,0.25
retold,2,13,We made amazing memories that we will never forget.,0.125,0.25,0.375
retold,2,14,"Most importantly, we remembered how and why we have lasted ten years and made a promise to last another ten and beyond.",0.0,0.375,0.375
imagined,3,0,Bad Lands National Park was an absolute gem.,0.375,0.5,0.625
imagined,3,4,"We journeyed West, as our forefathers were one to.",0.0,0.375,0.375
imagined,3,6,"There were several places on the way that we had seen, but none had made the impact like Bad Lands did.",0.125,0.375,0.375
imagined,3,11,I felt like I was connected to everything and everyone.,0.0,0.25,0.25
imagined,3,12,My family seemed to enjoy it as well.,0.125,0.375,0.375
recalled,2,2,"Yellowstone National Forest, Mount Rushmore, and a wildlife park to name a few.",0.0,0.375,0.375
recalled,2,3,One of the attractions we visited was Bad Lands National Park.,0.125,0.875,0.875
recalled,2,4,"The rock formations were stunning, and We took many photos.",0.0,0.5,0.5
recalled,2,5,"This event was particularly special to me, because I have wanted to visit this park since I Was a little girl.",0.125,0.25,0.375
recalled,2,6,"A teacher shared pictures of her own vacation with me, and from that moment on, I have wanted to visit.",0.0,0.25,0.25
recalled,2,8,"My family and I saw American Bison, prairie dogs, Big Horn Sheep, and so many birds!",0.25,0.625,0.875
recalled,2,9,One of the most exciting moments was when my children were able to get very close to a prairie dog for a picture!,0.25,0.625,0.75
recalled,2,10,"The sun was so hot that day, but there was a nice breeze over the prairie.",0.0,0.125,0.125
recalled,2,11,"My children and I climbed a couple of large rock formations together, and the view from the top was spectacular!",0.0,0.625,0.625
recalled,2,13,My parents and children were equally impressed with the land formations and animals.,0.0,0.125,0.125
retold,1,0,My family went on a trip out West this Summer.,0.75,0.875,1.0
retold,1,1,"We visited many places, but the one we all enjoyed the most was Bad Lands National Park.",0.25,0.5,0.625
retold,1,4,We were able to observe American Bison on the prairie.,0.25,0.75,0.875
retold,1,6,"My children still talk about the bison, and we have included studying these animals during our homeschooling days.",0.0,0.25,0.25
retold,1,7,We also saw huge eagles and hawks!,0.25,0.5,0.75
retold,1,8,"The wildlife that my children probably enjoyed the most were the prairie dogs, as they were able to get fairly close to them!",0.125,0.25,0.375
retold,1,10,It was like a giant bowl in the middle of the prairie!,0.0,0.125,0.125
retold,1,11,"We learned about the formation of the rocks, and you could see the different layers of sediment in the rocks.",0.0,0.625,0.625
retold,1,12,"We spent the greater part of a day just exploring the different areas, pulling off at all of the scenic outlooks!",0.125,0.375,0.5
retold,1,14,I can't wait to go back when my wife and oldest son can join us!,0.0,0.125,0.125
imagined,3,5,"At dinner, he was very charming and polite to her.",0.0,0.625,0.625
imagined,3,6,"He made sure to show his humorous side, which helped her get comfortable.",0.0,0.5,0.5
imagined,3,7,"They laughed and joked a lot, and we had a very good time.",0.0,0.25,0.25
imagined,3,13,They played fetch for what felt like hours.,0.0,0.625,0.625
imagined,3,14,"After we drank our coffee, we took Bailey on a walk in the neighborhood.",0.0,0.75,0.75
imagined,3,15,It was the perfect end to a perfect night!,0.0,0.125,0.125
recalled,1,0,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",0.375,0.875,1.0
recalled,1,2,It went really well!,0.0,0.125,0.125
recalled,1,3,"I'd been dating him for nearly a year, and it'd taken quite some time for our schedules to line up.",0.0,0.125,0.125
recalled,1,4,I think this delay in meeting gave me some pent up anxiety about it finally happening.,0.0,0.25,0.25
recalled,1,5,"My friend texted me asking if I'd like to get dinner, and I let her know that I was with my boyfriend at the time.",0.375,0.5,0.875
recalled,1,6,We got burgers and wings at a place nearby.,0.0,0.625,0.625
recalled,1,7,"The food was great, but the company was better.",0.0,0.375,0.375
recalled,1,9,"When we finished eating, we spent some time speaking to them.",0.0,0.5,0.5
recalled,1,10,It was nice to catch up with old friends.,0.0,0.125,0.125
recalled,1,13,"It was great to spend time with two people I value and care about, and to see them getting along so well.",0.0,0.125,0.125
recalled,1,14,I'm looking forward to spending more time with the two of them in the future.,0.0,0.125,0.125
retold,2,3,"We share a lot about our love lives, even though we don't see each other super often.",0.0,0.25,0.25
retold,2,4,She knows that I'd been really happy in my relationship and was eager to meet him.,0.0,0.125,0.125
retold,2,5,It finally so happened that schedules aligned and we were able to meet up.,0.375,0.5,0.875
retold,2,6,I was a little nervous at first.,0.0,0.375,0.375
retold,2,7,"I wasn't worried that she wouldn't approve or anything, but it's always a little bit of an unsure situation introducing people you're dating to old friends.",0.0,0.125,0.125
retold,2,8,"We met at the restaurant, a local burger joint/bar.",0.125,0.75,0.875
retold,2,9,The three of us had a great time!,0.125,0.5,0.5
retold,2,10,"Conversation was easy, and as expected, they got along wonderfully.",0.125,0.25,0.375
retold,2,12,"Once there, we spent a while playing with my friend's dog.",0.125,0.375,0.5
retold,2,13,"My boyfriend made fast friends, and it was really sweet seeing him interact with her dog.",0.0,0.375,0.375
imagined,1,4,We all like beer so we decided to visit a few local breweries.,0.25,0.5,0.75
imagined,1,7,The atmosphere was great.,0.0,0.125,0.125
imagined,1,9,We started with some flights because he wanted to try everything.,0.25,0.75,0.875
imagined,1,11,We had some more to drink and a lot of laughs.,0.375,0.5,0.75
imagined,1,13,After that we took an Uber to a local restaurant.,0.5,0.625,0.875
imagined,1,15,"At the end of the day, we felt kind of tired so we decided to just hang out at my place.",0.125,0.5,0.625
imagined,1,16,Overall it was a great weekend and I hope we can do it again sometime soon.,0.0,0.125,0.125
recalled,3,2,"The day that he arrived, I went to pick him up from the train station around 9 am.",0.375,0.625,0.875
recalled,3,4,"After he dropped his stuff off at my apartment, we went to get lunch and went to the ferris wheel that overlooks part of the city.",0.375,0.625,0.875
recalled,3,9,We had a lot of fun looking around the planetarium and watching the show they had about a possible ninth planet.,0.0,0.875,0.875
recalled,3,10,"After we left, we got back on the bus to go back to my apartment.",0.375,0.625,0.875
recalled,3,11,We changed clothes and got ready to go to the restaurant where we made reservations for his birthday dinner.,0.25,0.625,0.75
recalled,3,13,"We were almost late, but we power walked so we could make it on time.",0.25,0.5,0.625
recalled,3,15,"When we got back to my apartment, we had birthday dessert and went to bed because we were both tired.",0.25,0.5,0.625
retold,2,1,He came over on the train and I went to the train station to pick him up.,0.25,0.5,0.625
